<<<<<<< HEAD
partner1,partner2
1264,1273
8873,3412
8874,1241
1265,5798
1265,7016
1265,7785
1265,7956
1265,8063
1265,9110
1266,2117
1266,3434
1266,7606
1267,685
8875,3294
1268,6775
1268,7988
1268,9042
1269,2062
8876,261
1269,3928
1269,6724
8876,2720
8876,3115
1269,9240
1270,2887
8876,9005
8876,9297
1271,7988
8877,1857
1272,2062
1272,3928
1272,6724
1272,9240
8878,1326
1273,7556
8878,4432
1274,3434
1274,7606
1275,1344
8878,9630
1276,8180
8880,513
1277,5833
1278,3866
1279,3546
1279,4056
1279,5798
1279,7016
1279,7747
1279,7785
1279,8063
1279,9110
1280,601
1280,7801
8882,4277
1282,9758
8882,5308
1283,4528
1284,3491
1285,2237
8883,5625
1286,3611
8884,7685
1287,8312
1288,9218
1289,2016
1289,7304
1289,8033
8886,440
1290,8207
1291,828
8886,5511
8886,7073
8886,7324
8886,8680
8886,9567
1292,2117
1292,4482
8887,1580
1292,6775
1292,7099
1292,9042
1293,5884
1293,5989
1294,4867
1295,4288
8888,8148
1296,4977
1297,533
1297,685
1297,2208
1297,2731
1297,3473
1297,4056
1297,4714
1297,4896
1297,6587
1297,6713
8889,4175
1297,7092
8889,5184
1517,1165
1517,4985
1518,533
1518,2208
1518,2731
8890,818
8890,1905
8890,2172
1518,8718
8890,5348
8890,5825
8890,7078
1671,7814
8890,8603
1727,6526
2841,601
2841,708
8891,8545
2841,7801
8892,2948
3016,8002
3071,8553
3072,1461
8893,9217
8894,818
3073,6375
8894,971
8894,1957
8894,2111
3126,2537
8894,5348
8894,5825
3126,6236
3126,7661
3128,1165
3128,2537
3128,6236
3128,7661
3128,9110
3130,3546
3130,5798
3130,7016
3130,7661
8895,7913
3130,7785
3130,7956
3130,8063
3130,9110
8896,164
3134,4725
3134,8671
3181,9731
3183,1107
8897,973
3183,9751
3185,7949
3187,6285
8898,4909
8898,5251
3383,8848
3384,2117
3384,6960
3384,7099
8899,839
8899,2379
3428,6722
3464,1077
3464,2096
3464,8250
3464,8559
3465,317
3465,4714
3465,6123
8900,440
8900,1652
3466,533
3466,2210
3466,4714
8900,5511
8900,7073
8900,7324
8900,7859
3467,1001
8900,8680
8900,9214
8900,9567
3467,3523
8901,188
3468,4985
3468,9828
8902,1400
3469,7606
3469,8575
3572,7529
3649,4776
3649,5024
3649,7670
3649,8207
8904,6238
8904,9799
3748,9754
3749,6427
3749,6587
8905,5137
8906,354
3773,2096
3773,5475
8906,6084
3775,9200
3800,6427
3800,6587
8907,2736
3873,2103
3873,6713
8908,7109
4023,7381
4070,9280
4175,5841
8909,6876
4191,2589
8910,729
8910,1455
8910,1927
4243,3306
4243,6123
8910,7570
8910,7920
4255,3633
8911,782
4256,6650
4277,478
4278,875
8912,5980
4295,9479
4309,888
4309,4056
4309,5798
4309,6123
4309,7092
4309,7747
8913,6356
4313,7839
8913,9130
4324,4725
4324,8671
8914,2832
4325,9013
4380,3551
8915,971
4408,2989
8915,8952
8915,9841
4411,5029
4411,6978
4455,143
4455,2537
4455,4714
4455,4808
4455,6078
4455,9626
4457,533
4457,2208
4457,3473
4457,4714
8917,5921
4463,3847
4463,7320
4463,8797
4473,6079
8918,4437
4474,8008
8919,492
4475,8140
4476,3230
4477,6250
8920,4852
4478,7180
576,39
576,1848
597,8083
7364,162
7364,4588
7387,3079
7632,4919
7662,4740
7701,4458
7730,2104
7778,39
7778,1848
7839,4588
7909,8408
7911,2900
8432,8725
749,1724
750,226
751,2752
752,567
754,3825
7405,2696
7437,6773
7746,7440
8612,3176
2712,4547
2713,3929
8921,6647
2716,1499
2717,2004
2718,5319
8922,2766
2719,5051
2720,3843
2721,5164
2722,2592
2723,5187
2725,6264
2727,7853
2728,7854
2729,769
2731,337
2732,1394
2733,949
2734,408
8923,6051
2735,9976
2736,1138
2736,1548
2736,8572
2745,1138
2745,1548
2745,8572
2746,7824
2747,6112
2749,3975
2752,7366
2757,9485
2768,1138
2774,4872
8924,4735
2775,8912
2777,2201
2779,6180
2780,3572
2788,2030
2793,9717
2796,2392
2798,5862
2813,4332
2822,9383
3667,4664
26,4004
8926,4024
8927,1326
8927,4277
8927,5308
40,5990
8928,9484
8929,4836
8930,225
8930,437
8930,2790
47,7818
8933,532
8933,1758
8933,4637
8933,5514
8933,6115
8933,9788
8934,7323
8934,9580
51,6980
8935,7728
8936,5828
8937,46
8938,4037
52,5191
52,9139
52,9562
8939,1846
53,3147
8940,4990
8941,2318
54,5428
8941,4121
8941,4775
8941,7322
84,713
8942,2566
8942,4121
84,5193
84,8017
85,5484
8944,3802
90,7821
8946,9493
8947,2425
91,6230
92,1327
8948,3724
8949,5434
8949,9954
93,4160
93,7585
8950,6484
8951,3840
94,8480
8954,422
96,9606
98,1280
8955,704
98,8406
8956,3610
8957,3961
102,5877
8958,4527
8958,7632
8960,261
8960,2720
8960,3115
8960,7948
8960,9005
8960,9297
105,9048
8961,8668
109,4101
8962,5047
8963,4432
8964,2
114,8377
115,248
115,421
115,536
8964,6159
8964,7078
8964,7811
115,2000
8965,225
115,3350
8965,437
115,4160
8965,2790
115,6249
115,7585
8966,1212
8966,5226
8966,6206
117,3163
8967,8167
8968,141
8969,8335
120,4361
8971,6031
8971,8292
8971,8533
126,5033
8972,833
8972,4767
8972,6603
8972,7548
127,4009
8973,3870
128,142
8974,1363
128,1551
8975,1660
130,291
8976,1249
8976,2539
8976,2638
130,7844
8977,1143
132,5492
155,4721
160,2399
8979,7087
8980,3317
165,3951
8981,2468
166,1975
8982,704
8982,817
8982,7031
167,1324
8984,2247
8985,615
170,7960
171,6486
8986,5142
172,2913
8987,4635
8988,2172
8988,7078
8988,8603
173,5737
8989,8477
173,9996
174,8433
8992,5353
179,5231
179,5440
8993,9398
181,5597
8994,6451
8995,7242
185,1549
8996,9574
185,4210
8997,7388
8998,1950
186,2926
8998,5738
203,3462
8999,4575
9000,693
204,2181
204,2896
204,4570
204,6627
9001,5398
9002,8385
9003,320
212,9169
9004,3933
213,9817
9006,2223
216,9699
217,1280
9006,8792
9007,1497
217,8406
9008,2539
9008,5511
225,799
9008,7324
225,3281
9008,8680
9008,9567
9009,1150
9010,7666
9011,219
235,396
235,6718
235,8103
235,9958
9012,8958
9013,6866
9014,6388
9014,6568
9015,2706
268,719
9016,443
9016,2509
268,4107
9016,5825
9016,7259
268,6345
9016,9744
268,8222
9017,5926
271,4973
272,1549
9018,9502
272,4210
9019,1226
273,414
9020,1914
9021,7491
9023,4412
280,5539
281,142
281,1551
9024,8862
9025,4133
282,8961
285,396
9026,9730
285,2977
285,4544
285,5191
9027,5205
285,7456
285,9139
285,9562
290,421
290,2000
9028,3088
290,3764
9028,6019
290,6500
9029,3088
9029,6019
291,4580
9031,2574
9032,6901
305,6797
9032,9945
9033,3700
9033,3845
9033,5431
9033,6804
308,917
308,3281
9034,7923
9035,6499
9036,316
310,6014
9037,4017
313,6500
313,6565
9038,9191
317,5748
9039,5183
9040,6592
9040,8234
322,9225
9041,8593
323,3501
9042,1082
9042,6142
9042,7334
327,2551
9043,7595
9044,2544
9045,2510
329,9533
330,536
330,2387
330,3283
330,3350
330,4160
9046,2791
330,6249
330,7585
9047,5435
331,5988
9047,9660
9048,1789
333,5238
9049,8935
9050,3879
9051,4938
338,9582
9052,3029
340,7799
9052,9341
9053,6592
9053,8234
357,7397
9054,1649
9054,3197
9054,5744
358,3420
9055,2020
9055,2628
358,4122
9055,3197
9055,8889
9056,5609
9056,7259
472,5973
9058,2191
476,5708
9059,1968
9060,8317
518,2937
9061,3960
9062,225
527,3030
9062,8603
9062,9266
9063,8490
9064,7901
546,9425
546,9791
9065,3795
560,2855
9066,8811
563,6429
9067,9883
9068,2509
9068,6683
9068,7259
564,6273
9069,2318
9069,4775
9069,5335
9069,8952
9070,6252
9072,4540
9073,3604
640,5598
9074,3789
746,251
9075,1621
9076,1828
760,3365
9077,2720
9077,2850
9077,3115
9077,4630
9077,7948
9078,971
9078,1445
9078,2020
866,7190
9078,2628
9078,3503
9078,4981
868,1726
9078,8889
9079,3620
9079,4615
9079,5947
9080,5317
876,9174
887,1657
9081,5974
9082,1556
969,5628
9083,3029
9124,6691
972,8964
9125,8898
9128,1983
975,8321
980,179
980,1596
9129,3660
981,886
9131,4648
9133,7451
9135,1078
9135,1957
9135,3591
9135,5348
9135,5738
9135,5825
9135,7281
9135,9266
9135,9991
9136,8098
998,5797
9137,6513
9138,926
1059,5717
1320,1162
9139,3249
9140,1136
1331,4606
9140,5328
9141,4550
9142,971
1365,8995
9142,2628
9142,5947
9142,8889
9143,848
1442,9596
1676,1712
1676,2082
9144,1725
9144,3063
9144,3836
9145,7855
1728,8001
2530,402
9146,5911
2530,2087
2530,2303
2530,3325
2530,4403
2530,5095
2530,5250
2530,7497
2530,8590
2530,9139
9179,7618
2530,9874
9179,9931
9180,4964
2843,9562
2844,2977
2844,5191
2844,5250
9181,7868
9181,8317
2844,9139
3036,1528
9182,7413
9183,4791
3074,5693
9184,1714
9184,2581
9184,5825
9184,6159
3272,1094
9186,9523
9187,736
3434,3571
9188,3594
9189,3886
3438,6194
3474,2977
3474,5191
3474,7456
3474,9139
3474,9562
9191,5722
3606,3203
9192,8747
9193,7551
9194,1879
3628,8548
3629,4839
9195,8333
3634,1423
9196,833
9196,3721
9196,4767
9196,4981
9196,5713
9196,6603
9198,547
3713,9935
3723,787
9201,2409
9202,2978
3730,461
9204,2231
9205,833
9205,4981
3731,6287
3813,1645
3814,191
9208,8475
9209,3253
9211,1392
9211,1758
9211,2510
9211,4637
9211,6227
9211,8150
9211,9309
9212,225
9212,564
3815,8940
9212,1950
9212,2581
9212,2915
9217,3735
3816,9812
9219,3503
9219,3620
3841,5099
3841,5250
9219,9695
9220,167
3846,7729
9221,6745
9223,633
3860,9643
9224,323
9224,2843
3922,9595
3923,579
9229,5981
9230,6199
9231,3721
9231,5514
3959,7961
9231,8889
9234,1242
3960,6989
9235,3442
9236,6760
9239,3377
9239,4767
9239,5335
9239,5514
9239,5713
9239,7548
3961,9934
3962,4975
9242,8284
9243,8325
9244,4527
9244,7632
9245,7130
4030,9921
9246,2599
4057,3530
4058,972
9248,6814
9250,9583
4062,4406
9253,6882
9253,9525
4086,6086
9255,4049
9256,294
4155,4052
9256,8085
9257,2338
4177,4189
9257,5947
9257,8889
9258,2111
4215,421
4215,7777
9258,8543
9258,8792
4221,3055
9261,9993
4221,7914
9262,9109
4240,6009
9263,3112
9264,5553
4258,6004
9265,2335
9266,2
4289,8202
9266,8640
9267,3445
9268,3652
9268,7348
9268,8150
4334,6302
9269,2782
4349,3055
4349,7914
9270,6316
9272,744
4350,9288
9275,3715
4358,5614
9275,5393
9275,7364
9275,9309
9276,440
9276,1652
4390,458
9276,5511
9276,7073
9276,7324
9276,8680
9276,9567
9277,5721
4453,3812
9278,379
9278,1343
9281,2
9281,729
9281,1212
9281,1927
4480,5659
9281,7570
9281,8371
9282,2794
4489,3915
4497,465
9283,4553
9284,2941
9285,7946
4499,8975
9333,396
9288,6095
9333,2977
9333,3325
9333,3429
9333,4397
9289,2650
9333,7456
9333,7497
9289,5458
9333,9139
9333,9562
9289,9931
9334,1050
9334,8394
9335,75
9292,2991
9292,5393
9292,7323
9293,2876
9336,3346
9336,4965
9336,7456
9297,4337
9336,9139
9337,4797
9300,514
9338,402
9338,4965
9338,7010
9301,6702
9302,4253
9339,6512
9302,5723
9340,1856
9303,4116
9340,7384
9341,2896
9341,4813
9341,7342
9305,1401
9342,291
9305,2539
9342,1685
9305,5511
9342,3413
9342,3764
9305,7897
9343,1221
9343,1436
9306,9645
9307,3149
9343,9127
9344,3183
9344,4779
9344,5254
9344,7777
9309,4163
9344,9127
9345,4779
9345,5254
9311,4053
9346,4703
9313,379
9346,9224
9346,9529
9346,9953
9347,2008
9347,2896
9347,3913
9314,5664
9348,3606
9348,4864
9315,4526
9348,7849
9348,8082
9349,135
9349,1836
9349,3913
9316,7205
9349,5389
9317,801
9350,2109
9350,3930
9319,8933
9320,305
9351,1701
9352,3974
9321,5848
9352,8948
9353,3036
9322,1957
9322,5514
9322,5825
9322,6647
9353,9360
9322,9991
9323,906
9354,2340
9324,2647
9355,6066
9325,2318
9325,2503
9325,6603
9325,7548
9325,8952
9325,9841
9326,702
9356,6128
9357,421
9326,9822
9357,2109
9357,2387
9357,3764
9357,3913
9357,3930
9327,4306
9357,4765
9357,5156
9357,5245
9328,6197
9358,3450
9358,6490
9329,2358
9359,1101
484,7228
539,3788
650,369
650,3728
650,4352
650,9997
651,369
651,1899
651,3728
651,4352
651,9997
790,295
790,6610
809,295
809,6610
882,2401
883,2401
883,2511
9360,8762
1312,4697
1647,2486
1647,7911
1657,2486
1657,4766
1657,7911
2511,4382
2520,9829
2521,3218
9361,7669
2924,2983
9361,9304
2925,2936
3112,5214
3232,7270
3613,1364
9362,8942
3849,7066
4272,5814
4315,6261
4423,2486
4423,7911
9363,4100
4425,8159
4427,3167
4427,3785
4428,1065
4428,3785
4501,6022
4501,7711
8341,1065
8341,3097
8342,2797
8343,5780
8344,2211
8345,772
8345,5814
8346,5942
9364,7344
8347,5016
8348,1426
8349,3221
8351,2280
8352,4477
8353,6809
8354,3574
8355,369
8355,1899
8355,3728
8355,4352
8355,9997
8356,369
8356,1899
8357,9997
9366,6655
8358,4501
8359,9667
8360,6899
8361,3734
8363,8047
8364,8764
8365,1194
8366,3167
8366,3785
9367,9735
8367,2080
9368,1376
8368,3683
8369,4979
8370,5558
9368,6781
8371,4283
9368,7844
8371,7096
8371,8565
8372,2507
9368,9519
9368,9629
8372,7711
8373,4386
8374,4426
8375,4693
8376,2861
9369,8648
8377,8605
9370,3189
8378,8539
8380,1002
8380,2549
8380,6843
8381,4283
8381,7096
8381,8565
8382,8711
8383,4283
8384,9920
8385,4283
8385,7096
8385,8565
9371,5706
8387,1360
8390,2217
9372,3496
8391,5387
9372,5990
8392,4782
8393,8682
8394,5872
9373,927
8395,6915
8434,3567
8476,4349
8541,5148
8577,2507
8577,7711
8586,7656
8597,6304
8601,2975
8620,2287
9374,3099
2260,5270
2261,5017
2262,8080
2263,5284
2264,112
2265,150
2266,2059
2267,7027
2268,7387
2383,8055
2383,9776
2384,3007
2384,8055
2384,9776
2385,4106
2386,3007
2386,8055
2387,3731
2445,4645
2489,1340
4002,9344
2739,5236
2740,5461
2753,2886
2754,6851
2755,2716
2755,5409
2756,5414
2758,247
2759,3528
2760,15
2760,2461
2760,8179
2761,15
2761,2461
2761,8179
2762,15
2762,2461
2762,8179
2763,6156
2763,6468
2764,6468
2765,15
2765,5002
2765,8179
2766,9749
9375,9410
2767,6350
2767,9749
2784,4476
9376,128
2785,9342
2786,2361
2786,3631
2787,201
2794,3631
2797,3631
2797,4726
2799,733
2801,6559
2802,3440
2807,4153
2809,980
2810,8694
2814,2897
2821,3337
2941,9939
3019,345
3137,1039
3270,7286
3472,37
3475,506
3760,545
9377,7127
3842,6628
3903,395
3955,2819
3967,2408
4079,2443
9378,590
4081,4358
4104,2414
4213,2677
4216,325
4220,2584
4286,1823
4298,5341
4383,667
4449,2138
4479,6951
9378,7896
4488,5295
507,6643
801,5969
9379,3094
802,8146
804,2757
1041,4005
1422,7997
1466,2645
9380,5594
2897,7449
3195,8627
3508,3352
9381,2407
3627,5531
3684,8402
3912,7188
3917,3717
3917,6380
4004,3158
9382,2773
9382,4310
4059,3987
4102,1865
9383,248
7491,9211
9383,2000
9383,2387
7492,8627
7492,9084
9383,3283
7493,3504
7493,7796
7494,618
7494,7796
7495,5471
7495,7980
9383,8567
7496,1204
7497,1643
9384,1221
9384,1856
7498,3233
9384,3606
7499,7030
9384,7384
7500,4772
7500,5546
7501,1710
9385,421
9385,536
9385,2387
7502,3699
9385,3283
9385,3350
9385,3764
7502,9475
7503,7823
9385,6249
9385,6565
9385,7585
7504,6441
7505,2173
7506,1284
9386,2241
7507,2357
7510,8938
7511,883
7512,4468
7513,1553
7513,2173
9387,7795
7513,4868
7514,1321
7515,5910
7517,5436
7520,4011
9389,4968
7521,3717
7521,6380
7522,1775
7523,8557
7524,5444
7525,9122
9390,6214
7526,7580
7527,9664
7528,4748
9391,2174
7529,2173
7529,2230
7529,3517
7529,4868
7530,3699
7530,9475
7531,3861
7531,4748
7531,8963
7532,1710
9392,421
7532,2371
9392,536
7532,3861
7532,8963
9392,2109
9392,3283
9392,3350
9392,3413
9392,3764
7533,8733
7534,1119
9392,6249
9392,6565
9392,7585
9392,8716
7536,1553
9393,543
9393,1836
7537,732
9393,3286
7538,5619
7539,9713
7540,1397
7541,4110
7542,629
7543,6984
9394,8214
7544,9046
7545,3614
7546,9773
7547,6460
7547,9604
7548,7418
7549,2998
9395,9133
7550,9988
7551,3544
9396,2009
7552,7226
7553,6080
7554,8858
7555,133
7555,811
7555,5471
7555,6975
7555,7980
7556,4436
7557,1832
9397,1236
7558,178
7558,4868
7559,1670
7560,9232
7561,284
7562,5590
7563,697
9398,5724
7564,7176
7565,6997
7566,178
7566,4868
7568,3493
9399,9808
7569,3865
9400,3916
7570,3972
7571,9448
7572,2933
7572,4756
7573,618
7574,3372
9401,5411
7574,7263
7575,4192
9401,7010
9401,7645
7576,6114
9402,2243
9402,2327
7578,4889
7579,6413
7580,3355
9402,5700
7581,5977
7582,5844
7583,33
9403,4207
7585,9998
7586,3241
7587,3575
7588,1752
9404,1221
9404,1436
9404,1856
7589,5050
7590,800
7591,2371
7592,8481
7593,2675
7594,5430
9405,5032
7596,7724
7597,4978
7598,811
7599,921
7600,3372
7600,7263
7614,5471
7614,6975
7615,133
7615,5471
7615,6975
7615,8627
7619,4560
7620,327
9407,4221
7628,9345
9407,7645
7630,257
7630,2739
7641,2933
7641,4756
9408,3047
7642,6460
7642,9604
7673,8282
7674,9837
7714,1751
9409,402
7732,3083
9409,2087
9409,2303
9409,3325
9409,3429
7751,7635
9409,4397
7769,153
7770,3321
9409,7497
9409,8590
7775,1893
7790,7764
7791,5129
7792,1590
7793,4368
9410,8103
7795,5079
7798,2739
7805,7757
7809,466
7818,4060
9411,9684
7843,4679
7843,7263
7844,9413
7847,4687
7848,2695
9412,9270
7855,2377
7907,9438
8071,1719
9413,8195
8072,5643
9414,2058
8181,8641
8200,1004
8324,3956
8484,7125
8587,3285
9415,3450
471,887
489,4986
9415,6490
506,6601
517,1671
585,1671
585,8199
726,1279
9415,9224
727,2971
732,3733
886,3898
1032,1896
1071,5065
1074,600
9416,3969
1299,6008
1319,4089
3510,3733
3510,5878
3544,454
3544,7283
3547,1444
3547,3255
3547,4224
3547,6480
3547,7283
3548,7283
3550,4224
3550,7283
3551,454
3551,7283
3632,6314
3632,8199
3719,5707
9417,3410
3808,9904
3811,4309
3833,7966
3843,1634
3844,6520
3954,4089
3954,7408
3963,3141
3983,6825
3984,7155
4024,9621
4033,2289
4048,1444
4048,3255
4048,6480
9418,6522
4078,8607
4113,2421
4118,7077
4119,1444
4119,3255
4119,4224
4119,6480
4159,8970
4195,9417
9030,1038
9071,432
9228,4727
1580,1906
1580,5239
1581,7142
1582,5211
1583,9464
1584,7103
1585,8563
1586,977
1589,70
1590,6676
1591,1010
9419,9246
1592,7269
1593,6211
1595,8955
1597,340
1597,1384
1597,3697
1598,2664
9420,2011
1599,8229
1600,340
1600,1384
1600,1695
1601,1695
1602,8128
1603,8076
1605,460
1606,889
1607,1810
1608,1906
1609,412
1610,7608
1611,5493
1612,4597
1613,7969
1614,3349
1615,8304
1616,1012
1617,6676
3212,2659
4193,3946
4356,3227
2645,8141
2647,932
2648,7880
2655,5207
2655,7835
2660,7808
2663,4185
2672,2648
2691,1348
9421,7359
2691,5207
2694,7353
2704,299
2737,2014
2737,3068
2738,865
2743,3193
2769,8123
2791,2910
2803,8594
2808,6753
2819,1141
2823,3580
4116,4042
4285,1309
4285,5454
4433,1309
593,9961
655,1161
9422,291
983,1943
1351,490
9422,1685
1351,4706
1352,4549
1352,7149
1352,8449
4084,3041
4084,5712
4084,9986
4275,1812
4275,6755
4275,7748
4275,9576
9422,5298
4308,7490
4462,1925
4462,3041
4485,1925
4485,3041
4491,3421
8496,873
8497,2281
8497,4563
8497,4706
8497,4924
8498,2281
8498,3649
8498,4563
8498,4706
8499,2281
8499,4563
8499,4706
8499,6699
8499,7748
8500,2281
8500,3649
8500,4563
8501,3404
8502,991
8503,574
8504,574
8504,1245
8505,6121
8507,1169
8507,2281
8507,3649
8507,4549
8507,4563
9423,5737
8508,4706
8508,6699
8509,4924
8509,7149
8510,4549
8510,7072
8511,3619
8512,4549
8512,7072
8512,8449
8513,5712
8513,6267
8513,9986
9423,9996
8514,8824
8515,8781
8516,3058
8517,2315
9424,2907
8517,6589
8517,7748
8517,8818
8518,2315
8518,6755
8518,7748
8519,5904
8519,9576
8520,1812
8520,6755
8520,9576
8521,1812
8521,5904
8521,6755
8521,9576
8522,5153
8523,2079
8524,7611
8525,5491
8526,5663
8527,5712
8527,7149
8527,9986
8528,2203
8528,2315
9425,569
8528,6589
8529,6267
8529,6977
8530,2203
8530,2315
8530,6589
8531,9823
8532,6999
8533,3459
8534,4213
8535,5712
8535,7149
8535,8449
8535,8818
8593,111
498,2085
498,4273
583,2254
603,6213
712,8636
770,1849
865,8528
9426,8132
3135,5683
9427,1872
3566,387
6868,6694
6869,7233
6870,5325
9428,1902
9428,2901
6871,8414
6872,2381
6872,6369
6872,7769
6873,1408
6874,80
6875,1568
9429,719
6876,9783
6877,2963
6878,7918
9429,6345
6879,4870
9429,8222
6880,8113
6881,7407
6882,5936
6890,4651
6941,2906
9430,8394
7056,1452
7166,5955
9431,3175
7214,7682
7217,2388
7217,7303
7236,6479
7240,4363
9431,8942
7250,173
7257,9719
7266,1067
7273,7414
7313,206
9432,5629
7313,6479
7313,8678
7316,3451
7317,6767
7320,2632
9433,2327
7322,7102
7335,6369
9433,4403
7340,5755
9433,5700
9433,6478
7344,8006
7349,1813
7350,3968
7400,1847
7401,1124
7402,6895
9434,9176
7411,8600
7412,5186
7413,4928
7414,7276
9435,7461
7415,7750
7416,9022
7419,7015
7426,8328
7427,4367
9436,5693
7427,8528
9436,7095
7428,6063
7429,7554
7433,3205
9437,2432
7435,6111
7446,8642
9437,6113
7447,468
7448,4590
7449,7060
7450,2381
7450,7769
7453,4135
7455,2732
7456,3452
9438,8174
7457,5420
9439,421
7458,9615
7459,2429
9439,2181
9439,3350
7464,561
9439,3764
9439,4160
9439,4570
9439,6081
9439,6249
9439,6627
7465,7040
9439,7585
7466,9524
7470,2665
7470,4462
9440,2504
7471,2665
7471,4462
7478,4903
7479,2085
7479,2956
7479,4273
7617,5391
9441,1944
7618,2705
7622,1299
7623,321
7625,7789
7629,168
7640,4561
7645,1845
9442,7726
7650,9936
9442,9778
7651,8232
7657,7059
7660,3924
7661,184
9443,5235
7661,7791
7664,2680
7669,6029
7679,5467
7679,8418
7689,8558
7696,5705
7705,8289
7707,5351
7716,6850
7723,1232
7723,7303
7731,3744
7733,7736
9445,9489
7736,6501
9446,1231
7752,4870
7752,6829
9446,2610
7765,8546
7771,6126
7781,87
7783,8271
7796,7112
7802,2147
7803,6953
7804,1982
9447,8143
9448,421
7807,8683
7808,184
9448,1685
9448,2109
7808,7791
9448,3597
9448,3913
9448,5245
7827,7090
7835,5225
9448,8428
7853,835
7904,2388
7904,3979
9449,3581
8162,3958
8166,2956
8166,5467
8166,8418
8178,4135
8178,7267
8182,370
8204,7156
8313,3236
8315,2448
8318,2085
8318,2956
8318,4273
8318,5467
9450,8552
9451,1841
9451,3670
8340,9644
8471,9186
8477,8738
8536,6557
8545,7544
8548,4425
8589,1189
286,7054
2214,7513
2215,2501
2216,5247
9995,2197
9997,939
350,2878
351,4559
352,7219
353,3908
354,7559
355,6125
3687,1909
9452,9004
645,2274
645,4430
3677,4416
4431,4430
4431,6703
9453,1118
4432,6094
4432,7220
5416,1147
5417,4022
9453,3325
5418,8182
9453,3429
5418,9981
5419,6094
5419,7220
5420,2141
9453,4397
5421,5610
9453,5303
5422,4022
5422,4931
5422,8283
5423,9652
5424,2372
5424,3612
5425,7939
9453,7497
9453,7993
5426,9782
5427,4931
5427,8283
5428,9541
5429,8182
5429,9541
5429,9981
5430,3124
5430,3556
5431,1833
5431,4430
5431,7220
5432,4413
5432,9541
5432,9652
5433,1833
5434,1607
5435,3124
5435,3556
5436,7152
5437,2560
5438,8986
5439,5162
5440,3612
5441,2196
5442,2199
5443,2571
5500,8156
5901,8987
5959,4430
5959,6703
5970,9753
5983,6945
5984,7329
5984,9866
5990,7329
5990,9866
6169,5345
6346,7939
6381,1290
8050,3082
9455,4703
0,4822
9455,6490
1,8020
2,136
9455,8586
3,270
9455,9224
9456,22
>>>>>>> 01354c0608ffb0e1b68c6e16b17c7fbba33630b6
4,1037
5,8776
6,9669
7,9283
8,8861
9,9765
10,3769
11,6962
12,4625
13,5262
14,4935
<<<<<<< HEAD
=======
9457,3383
9457,3527
>>>>>>> 01354c0608ffb0e1b68c6e16b17c7fbba33630b6
15,6251
16,2976
17,861
18,4788
19,5062
<<<<<<< HEAD
=======
9457,8044
>>>>>>> 01354c0608ffb0e1b68c6e16b17c7fbba33630b6
20,5816
21,6138
22,9613
23,7721
24,3945
<<<<<<< HEAD
26,4004
27,3672
28,130
28,1917
28,2465
28,3585
29,8551
30,494
30,7763
30,9711
31,1980
31,5781
31,8456
=======
27,3672
9458,5948
30,494
30,7763
30,9711
37,6685
44,9407
49,7253
